,title,imdb_id,poster_path,wiki_link,imdb_id,title,original_title,is_adult,year_of_release,runtime,genres,imdb_id,imdb_rating,imdb_votes
80,Mardaani 2,tt5668770,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Mardaani_2_Film_poster.jpg/220px-Mardaani_2_Film_poster.jpg,https://en.wikipedia.org/wiki/Mardaani_2,tt1578261,Break Ke Baad,Break Ke Baad,0,2010,118,Comedy|Drama|Romance,tt5325684,3.3,1203.0
81,Dabangg 3,tt7059844,https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Dabangg_3_poster.jpg/220px-Dabangg_3_poster.jpg,https://en.wikipedia.org/wiki/Dabangg_3,tt1594964,Chase,Chase,0,2010,103,Action|Crime|Drama,tt6071752,4.0,289.0
82,Good Newwz,tt8504014,,https://en.wikipedia.org/wiki/Good_Newwz,tt1596723,Click,Click,0,2010,127,Drama|Horror|Mystery,tt4552546,7.1,288.0
83,Kaalakaandi,tt6102396,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Kaalakaandi.jpg/220px-Kaalakaandi.jpg,https://en.wikipedia.org/wiki/Kaalakaandi,tt1600439,Shaapit: The Cursed,Shaapit: The Cursed,0,2010,145,Adventure|Horror|Romance,tt7363076,7.4,13159.0
84,Vodka Diaries,tt6275262,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Vodka_Diaries_-_Poster.jpg/220px-Vodka_Diaries_-_Poster.jpg,https://en.wikipedia.org/wiki/Vodka_Diaries,tt1605778,Toh Baat Pakki!,Toh Baat Pakki!,0,2010,122,Comedy|Drama,tt6588966,7.5,8129.0
85,My Birthday Song,tt4335954,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/My_Birthday_Song_-_Poster.jpg/220px-My_Birthday_Song_-_Poster.jpg,https://en.wikipedia.org/wiki/My_Birthday_Song,tt1605790,Zokkomon,Zokkomon,0,2011,109,Action|Adventure,tt7384848,5.7,1642.0
86,Nirdosh,tt7723022,https://upload.wikimedia.org/wikipedia/en/thumb/1/10/Nirdosh_-_Poster.jpg/220px-Nirdosh_-_Poster.jpg,https://en.wikipedia.org/wiki/Nirdosh,tt1606162,Aakhari Decision,Aakhari Decision,0,2010,\N,Action|Drama|Thriller,tt6843812,5.0,7657.0
87,Mukkabaaz,tt7180544,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/Mukkabaaz_poster.jpg/220px-Mukkabaaz_poster.jpg,https://en.wikipedia.org/wiki/Mukkabaaz,tt1606267,Lafangey Parindey,Lafangey Parindey,0,2010,126,Action|Drama|Romance,tt7700730,7.5,11125.0
88,Union Leader (film),tt6395306,https://upload.wikimedia.org/wikipedia/en/thumb/0/01/Union_Leader_Poster.jpg/220px-Union_Leader_Poster.jpg,https://en.wikipedia.org/wiki/Union_Leader_(film),tt1607607,Mittal v/s Mittal,Mittal v/s Mittal,0,2010,\N,Drama,tt7881558,6.2,774.0
89,Love per Square Foot,tt7853242,https://upload.wikimedia.org/wikipedia/en/3/3d/Love_Per_Square_Foot.png,https://en.wikipedia.org/wiki/Love_Per_Square_Foot,tt1608768,City of Gold - Mumbai 1982: Ek Ankahee Kahani,City of Gold - Mumbai 1982: Ek Ankahee Kahani,0,2010,145,Crime|Drama,tt3224288,6.9,1611.0
90,Aiyaary,tt6774212,https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/Aiyaary_-_Poster.jpg/220px-Aiyaary_-_Poster.jpg,https://en.wikipedia.org/wiki/Aiyaary,tt1608777,LSD: Love Sex Aur Dhokha,LSD: Love Sex Aur Dhokha,0,2010,155,Comedy|Crime|Drama,tt7412738,6.2,853.0
91,Padmaavat,tt5935704,https://upload.wikimedia.org/wikipedia/en/thumb/7/73/Padmaavat_poster.jpg/220px-Padmaavat_poster.jpg,https://en.wikipedia.org/wiki/Padmaavat,tt1609147,Malik Ek,Malik Ek,0,2010,\N,Biography|Drama|History,tt4979110,5.1,205.0
92,Kuchh Bheege Alfaaz,tt7617988,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Kuchh_Bheege_Alfaaz.jpg/220px-Kuchh_Bheege_Alfaaz.jpg,https://en.wikipedia.org/wiki/Kuchh_Bheege_Alfaaz,tt1610418,Prem Kaa Game,Prem Kaa Game,0,2010,\N,Comedy|Drama,tt6978268,7.0,660.0
93,Jaane Kyun De Yaaron,tt7720254,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Jaane_Kyun_De_Yaaron_film_poster.jpg/220px-Jaane_Kyun_De_Yaaron_film_poster.jpg,https://en.wikipedia.org/wiki/Jaane_Kyun_De_Yaaron,tt1610452,Band Baaja Baaraat,Band Baaja Baaraat,0,2010,139,Comedy|Drama|Romance,tt7098658,7.8,20289.0
94,Veerey Ki Wedding,tt7262178,https://upload.wikimedia.org/wikipedia/en/thumb/7/7d/Veerey_Ki_Wedding_-_Poster.jpg/220px-Veerey_Ki_Wedding_-_Poster.jpg,https://en.wikipedia.org/wiki/Veerey_Ki_Wedding,tt1612573,Rokkk,Rokkk,0,2010,180,Drama|Horror|Mystery,tt8324474,6.4,289.0
95,Sonu Ke Titu Ki Sweety,tt7581902,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Sonu_Ke_Titu_Ki_Sweety_-_Movie_Poster.jpg/220px-Sonu_Ke_Titu_Ki_Sweety_-_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Sonu_Ke_Titu_Ki_Sweety,tt1612611,Phoonk 2,Phoonk 2,0,2010,110,Drama|Horror|Mystery,tt8175968,5.2,252.0
96,Hate Story 4,tt5325684,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Hate_Story_4_Official_Poster.jpg/220px-Hate_Story_4_Official_Poster.jpg,https://en.wikipedia.org/wiki/Hate_Story_4,tt1618430,Dum Maaro Dum,Dum Maaro Dum,0,2011,128,Action|Crime|Drama,tt7260848,5.6,182.0
97,Dil Juunglee,tt6071752,https://upload.wikimedia.org/wikipedia/en/8/8d/Dil_Juunglee.jpg,https://en.wikipedia.org/wiki/Dil_Juunglee,tt1620620,The Japanese Wife,The Japanese Wife,0,2010,105,Drama|Romance,tt6826438,7.7,18292.0
98,3 Storeys,tt4552546,https://upload.wikimedia.org/wikipedia/en/thumb/6/69/3_Storeys_-_Movie_Poster.jpg/220px-3_Storeys_-_Movie_Poster.jpg,https://en.wikipedia.org/wiki/3_Storeys,tt1620719,Fearless,Dabangg,0,2010,126,Action|Comedy,tt8223250,7.7,718.0
99,Raid (2018 film),tt7363076,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Ajay_Devgn%27s_Raid_poster.jpg/220px-Ajay_Devgn%27s_Raid_poster.jpg,https://en.wikipedia.org/wiki/Raid_(2018_film),tt1620907,Na Ghar Ke Na Ghaat Ke,Na Ghar Ke Na Ghaat Ke,0,2010,\N,Comedy|Drama,tt6129302,7.6,4928.0
100,Hichki,tt6588966,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Hichki_-_Poster.jpg/220px-Hichki_-_Poster.jpg,https://en.wikipedia.org/wiki/Hichki,tt1620933,Paan Singh Tomar,Paan Singh Tomar,0,2012,135,Action|Biography|Crime,tt8338746,3.7,207.0
101,Missing (2018 film),tt7384848,https://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Missing_film.jpg/220px-Missing_film.jpg,https://en.wikipedia.org/wiki/Missing_(2018_film),tt1620971,Sukhmani,Sukhmani,0,2010,\N,Drama,tt7431594,2.0,30038.0
102,Baaghi 2,tt6843812,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Baaghi_2_Official_Poster.jpg/220px-Baaghi_2_Official_Poster.jpg,https://en.wikipedia.org/wiki/Baaghi_2,tt1627924,Mausam,Mausam,0,2011,161,Drama|Romance|War,tt7638344,4.5,8363.0
103,October (2018 film),tt7700730,https://upload.wikimedia.org/wikipedia/en/thumb/c/c6/October_%282018_film_poster%29.jpg/220px-October_%282018_film_poster%29.jpg,https://en.wikipedia.org/wiki/October_(2018_film),tt1629241,Bumm Bumm Bole,Bumm Bumm Bole,0,2010,124,Drama|Family|Thriller,tt6452574,7.8,42718.0
104,Mercury (film),tt7881558,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Mercury_film.jpg/220px-Mercury_film.jpg,https://en.wikipedia.org/wiki/Mercury_(2018_film),tt1629260,Ek Second... Jo Zindagi Badal De...,Ek Second... Jo Zindagi Badal De...,0,2010,\N,Drama|Romance|Thriller,tt7695014,4.3,631.0
105,Beyond the Clouds (2017 film),tt3224288,https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Beyond_The_Clouds_poster.jpg/220px-Beyond_The_Clouds_poster.jpg,https://en.wikipedia.org/wiki/Beyond_the_Clouds_(2017_film),tt1629295,I Am,I Am,0,2010,95,Drama,tt8060624,4.7,748.0
106,Nanu Ki Jaanu,tt7412738,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Nanu_ki_jaanu.jpg/220px-Nanu_ki_jaanu.jpg,https://en.wikipedia.org/wiki/Nanu_Ki_Jaanu,tt1629376,Seven Sins Forgiven,7 Khoon Maaf,0,2011,137,Drama|Mystery|Thriller,tt7618184,6.7,12123.0
107,Daas Dev,tt4979110,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/32px-Flag_of_India.svg.png,https://en.wikipedia.org/wiki/Aur_Devdas,tt1629391,Tere Bin Laden,Tere Bin Laden,0,2010,95,Comedy|Drama,tt6514010,7.0,2533.0
108,Omerta (film),tt6978268,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Omerta_film.jpg/220px-Omerta_film.jpg,https://en.wikipedia.org/wiki/Omerta_(film),tt1629424,Trump Card,Trump Card,0,2010,\N,Action|Drama|Mystery,tt7919680,7.5,9436.0
109,Raazi,tt7098658,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Raazi_-_Poster.jpg/220px-Raazi_-_Poster.jpg,https://en.wikipedia.org/wiki/Raazi,tt1629715,Miss Lovely,Miss Lovely,0,2012,113,Crime|Drama|Romance,tt6173990,7.3,10081.0
110,Hope Aur Hum,tt8324474,https://upload.wikimedia.org/wikipedia/en/thumb/5/55/Hope_Aur_Hum_-_Poster.jpg/220px-Hope_Aur_Hum_-_Poster.jpg,https://en.wikipedia.org/wiki/Hope_Aur_Hum,tt1630282,Sahi Dhandhe Galat Bande,Sahi Dhandhe Galat Bande,0,2011,119,Action|Comedy|Drama,tt8202612,5.6,5446.0
111,High Jack (film),tt8175968,https://upload.wikimedia.org/wikipedia/en/thumb/0/02/High_Jack_-_Poster.jpg/220px-High_Jack_-_Poster.jpg,https://en.wikipedia.org/wiki/High_Jack_(film),tt1630613,Soch Lo,Soch Lo,0,2010,\N,Action|Crime|Drama,tt7881542,4.5,974.0
112,Khajoor Pe Atke,tt7260848,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/KajurPeAtke.jpeg/220px-KajurPeAtke.jpeg,https://en.wikipedia.org/wiki/Khajoor_Pe_Atke,tt1639426,Udaan,Udaan,0,2010,134,Drama,tt7722258,4.6,803.0
113,Parmanu: The Story of Pokhran,tt6826438,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Parmanu_film_poster.jpeg/220px-Parmanu_film_poster.jpeg,https://en.wikipedia.org/wiki/Parmanu:_The_Story_Of_Pokhran,tt1646217,Mr. Singh/Mrs. Mehta,Mr. Singh/Mrs. Mehta,0,2010,118,Drama,tt7609114,4.8,887.0
114,Bioscopewala,tt8223250,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Bioscopewala_-_Poster.jpg/220px-Bioscopewala_-_Poster.jpg,https://en.wikipedia.org/wiki/Bioscopewala,tt1649760,The Film Emotional Atyachar,The Film Emotional Atyachar,0,2010,87,Comedy|Crime|Drama,tt8108202,7.7,22671.0
115,Bhavesh Joshi Superhero,tt6129302,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/Bhavesh_Joshi.jpg/220px-Bhavesh_Joshi.jpg,https://en.wikipedia.org/wiki/Bhavesh_Joshi_Superhero,tt1663647,Help,Help,0,2010,109,Horror|Thriller,tt7162758,5.2,729.0
116,Phamous,tt8338746,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Phamous_-_Poster.jpg/220px-Phamous_-_Poster.jpg,https://en.wikipedia.org/wiki/Phamous,tt1666184,Turning 30!!!,Turning 30!!!,0,2011,121,Comedy|Drama|Romance,tt8011276,7.7,1633.0
117,Race 3,tt7431594,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Race_3_-_Poster.jpg/220px-Race_3_-_Poster.jpg,https://en.wikipedia.org/wiki/Race_3,tt1667076,F.A.L.T.U,F.A.L.T.U,0,2011,120,Comedy|Drama,tt2302416,7.1,314.0
118,Dhadak,tt7638344,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/Dhadak_2018_film.jpg/220px-Dhadak_2018_film.jpg,https://en.wikipedia.org/wiki/Dhadak,tt1667838,I Hate Luv Storys,I Hate Luv Storys,0,2010,129,Comedy|Drama|Romance,tt8136908,7.2,271.0
119,Sanju,tt6452574,https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Sanju_poster.jpg/220px-Sanju_poster.jpg,https://en.wikipedia.org/wiki/Sanju,tt1673411,Kushti,Kushti,0,2010,121,Comedy,tt8396128,7.2,2931.0
120,Saheb Biwi Aur Gangster 3,tt7695014,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Saheb%2C_Biwi_Aur_Gangster_3_-_Poster.jpg/220px-Saheb%2C_Biwi_Aur_Gangster_3_-_Poster.jpg,https://en.wikipedia.org/wiki/Saheb_Biwi_Aur_Gangster_3,tt1680317,Will You Marry Me,Will You Marry Me,0,\N,\N,Drama,tt7720922,6.1,4169.0
121,Nawabzaade,tt8060624,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Nawabzaade_Poster.jpg/220px-Nawabzaade_Poster.jpg,https://en.wikipedia.org/wiki/Nawabzaade,tt1694542,Tanu Weds Manu,Tanu Weds Manu,0,2011,113,Comedy|Drama|Romance,tt3823392,7.4,1048.0
122,Mulk (film),tt7618184,https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Mulk_-_2018_Movie_Poster.jpg/220px-Mulk_-_2018_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Mulk_(film),tt1695793,Love U... Mr. Kalakaar!,Love U... Mr. Kalakaar!,0,2011,152,Drama|Romance,tt6923462,7.4,2947.0
123,Brij Mohan Amar Rahe,tt6514010,,https://en.wikipedia.org/wiki/Brij_Mohan_Amar_Rahe,tt1696191,Tere Mere Phere,Tere Mere Phere,0,2011,120,Comedy|Drama|Romance,tt2802062,4.2,139.0
124,Tikli and Laxmi Bomb,,,https://en.wikipedia.org/wiki/Tikli_and_Laxmi_Bomb,tt1703958,Ek Main Aur Ekk Tu,Ek Main Aur Ekk Tu,0,2012,110,Comedy|Drama|Romance,tt5474036,6.9,5754.0
125,Karwaan,tt7919680,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Karwaan_-_Movie_Poster.jpg/220px-Karwaan_-_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Karwaan_(film),tt1704680,A Decent Arrangement,A Decent Arrangement,0,2011,96,Comedy|Drama,tt8852558,6.9,1820.0
126,Gold (2018 film),tt6173990,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Gold_2018_poster.jpg/180px-Gold_2018_poster.jpg,https://en.wikipedia.org/wiki/Gold_(2018_film),tt1706317,Tezz,Tezz,0,2012,121,Action|Crime|Drama,tt7147540,6.8,5850.0
127,Satyameva Jayate (2018 film),tt8202612,https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/Satyameva_Jayate_-_2018_Movie_Poster.jpg/220px-Satyameva_Jayate_-_2018_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Satyameva_Jayate_(2018_film),tt1708453,Aakrosh,Aakrosh,0,2010,115,Action|Crime|Thriller,tt6514196,6.6,3859.0
128,Happy Phirr Bhag Jayegi,tt7881542,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Happy_Phirr_Bhag_Jayegi_poster.jpg/220px-Happy_Phirr_Bhag_Jayegi_poster.jpg,https://en.wikipedia.org/wiki/Happy_Phirr_Bhag_Jayegi,tt1714832,Do Dooni Chaar,Do Dooni Chaar,0,2010,112,Comedy|Drama,tt8426854,6.3,1598.0
129,Genius (2018 Hindi film),tt7722258,https://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Genius_official_poster.jpg/220px-Genius_official_poster.jpg,https://en.wikipedia.org/wiki/Genius_(2018_film),tt1720254,Thank You,Thank You,0,2011,125,Comedy,tt7526836,5.4,658.0
130,Yamla Pagla Deewana: Phir Se,tt7609114,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Yamla_Pagla_Deewana_-_Phir_Se_-_2018_Movie_Poster.jpg/220px-Yamla_Pagla_Deewana_-_Phir_Se_-_2018_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Yamla_Pagla_Deewana:_Phir_Se,tt1722425,Antardwand,Antardwand,0,2008,114,Drama,tt8239946,8.2,16535.0
131,Stree (2018 film),tt8108202,https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Stree_-_2018_Movie_Poster.jpg/220px-Stree_-_2018_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Stree_(2018_film),tt1727496,Dil Toh Baccha Hai Ji,Dil Toh Baccha Hai Ji,0,2011,143,Comedy|Drama|Romance,tt8427036,5.5,796.0
132,Paltan (film),tt7162758,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/Paltan_2018.jpg/220px-Paltan_2018.jpg,https://en.wikipedia.org/wiki/Paltan_(film),tt1728239,Double Dhamaal,Double Dhamaal,0,2011,138,Comedy|Crime|Drama,tt7607940,1.7,2237.0
133,Laila Majnu (2018 film),tt8011276,https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/Laila_Majnu_2018.jpg/220px-Laila_Majnu_2018.jpg,https://en.wikipedia.org/wiki/Laila_Majnu_(2018_film),tt1728986,Bol Bachchan,Bol Bachchan,0,2012,155,Action|Comedy,tt8108198,8.4,51615.0
134,Gali Guleiyan,tt2302416,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/Gali_Guliyan_Poster.jpg/220px-Gali_Guliyan_Poster.jpg,https://en.wikipedia.org/wiki/Gali_Guleiyan,tt1729637,Bodyguard,Bodyguard,0,2011,130,Action|Comedy|Romance,tt7725596,8.0,21851.0
135,Halkaa,tt8136908,,https://en.wikipedia.org/wiki/Halkaa,tt1734110,No One Killed Jessica,No One Killed Jessica,0,2011,136,Biography|Crime|Drama,tt1971310,3.2,316.0
136,Pataakha,tt8396128,https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/Pataakha_poster.jpg/220px-Pataakha_poster.jpg,https://en.wikipedia.org/wiki/Pataakha,tt1736552,Breakaway,Breakaway,0,2011,101,Comedy|Drama|Sport,tt7274806,5.6,201.0
137,Batti Gul Meter Chalu,tt7720922,https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Batti_Gul_Meter_Chalu_Poster.jpg/220px-Batti_Gul_Meter_Chalu_Poster.jpg,https://en.wikipedia.org/wiki/Batti_Gul_Meter_Chalu,tt1738293,Khichdi: The Movie,Khichdi: The Movie,0,2010,120,Comedy|Family,tt2759338,3.8,253.0
138,Love Sonia,tt3823392,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Love_Sonia_-_Poster.jpg/220px-Love_Sonia_-_Poster.jpg,https://en.wikipedia.org/wiki/Love_Sonia,tt1740710,Mere Brother Ki Dulhan,Mere Brother Ki Dulhan,0,2011,139,Comedy|Family|Romance,tt9070934,6.3,50.0
139,Manto (2018 film),tt6923462,https://upload.wikimedia.org/wikipedia/en/d/dc/Manto_film_poster_2017.jpg,https://en.wikipedia.org/wiki/Manto_(2018_film),tt1742307,Dunno Y Na Jaane Kyun...,Dunno Y Na Jaane Kyun...,0,2010,137,Drama|Romance,tt6144958,5.1,55.0
140,Ishqeria,tt2802062,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Ishqeria_-_2018_Movie_Poster.jpg/220px-Ishqeria_-_2018_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Ishqeria,tt1744641,Ramayana: The Epic,Ramayana: The Epic,0,2010,98,Adventure|Animation|Family,tt4949324,6.9,1369.0
141,Manmarziyaan,tt5474036,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Manmarziyaan_official_poster.jpg/220px-Manmarziyaan_official_poster.jpg,https://en.wikipedia.org/wiki/Manmarziyaan,tt1745753,Life Express,Life Express,0,2010,125,Drama,tt8458202,6.7,1582.0
142,Mitron,tt8852558,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Mitron_poster.jpg/220px-Mitron_poster.jpg,https://en.wikipedia.org/wiki/Mitron,tt1753640,Crook: It's Good to Be Bad,Crook: It's Good to Be Bad,0,2010,121,Action|Drama|Thriller,tt2150177,4.1,465.0
143,Sui Dhaaga,tt7147540,https://upload.wikimedia.org/wikipedia/en/thumb/6/66/Sui_Dhaaga_New_Poster.jpg/220px-Sui_Dhaaga_New_Poster.jpg,https://en.wikipedia.org/wiki/Sui_Dhaaga,tt1772872,Game,Game,0,2011,135,Action|Crime|Drama,tt6747420,5.7,1369.0
144,Baazaar,tt6514196,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Baazaar_-_Poster.jpg/220px-Baazaar_-_Poster.jpg,https://en.wikipedia.org/wiki/Baazaar,tt1773015,Phas Gaye Re Obama,Phas Gaye Re Obama,0,2010,108,Comedy|Crime|Drama,tt6527426,5.5,21456.0
145,Jalebi (film),tt8426854,https://upload.wikimedia.org/wikipedia/en/thumb/e/ea/Jalebi_Movie_poster.jpg/220px-Jalebi_Movie_poster.jpg,https://en.wikipedia.org/wiki/Jalebi_(film),tt1773109,Yamla Pagla Deewana,Yamla Pagla Deewana,0,2011,163,Action|Comedy|Drama,tt7212726,6.3,15829.0
146,FryDay,tt7526836,https://upload.wikimedia.org/wikipedia/en/thumb/a/a8/FryDay.jpg/220px-FryDay.jpg,https://en.wikipedia.org/wiki/FryDay,tt1773764,Ship of Theseus,Ship of Theseus,0,2012,140,Drama,tt5956100,6.0,19760.0
147,Tumbbad,tt8239946,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Tumbbad_poster.jpg/220px-Tumbbad_poster.jpg,https://en.wikipedia.org/wiki/Tumbbad,tt1781838,Isi Life Mein...!,Isi Life Mein...!,0,2010,139,Comedy|Drama|Romance,tt1806913,4.9,7330.0
148,Helicopter Eela,tt8427036,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Helicopter_Eela.jpg/220px-Helicopter_Eela.jpg,https://en.wikipedia.org/wiki/Helicopter_Eela,tt1784589,Players,Players,0,2012,163,Action|Crime|Thriller,tt5456546,3.8,7418.0
149,Namaste England,tt7607940,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Namaste_England_poster.jpg/220px-Namaste_England_poster.jpg,https://en.wikipedia.org/wiki/Namaste_England,tt1785333,Chittagong,Chittagong,0,2012,105,Action|Drama|War,tt5764024,5.1,3350.0
150,Andhadhun,tt8108198,https://upload.wikimedia.org/wikipedia/en/thumb/4/47/Andhadhun_poster.jpg/220px-Andhadhun_poster.jpg,https://en.wikipedia.org/wiki/Andhadhun,tt1787988,Talaash,Talaash,0,2012,140,Crime|Drama|Mystery,tt6334874,4.5,563.0
151,Badhaai Ho,tt7725596,https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/Badhaai_Ho_Official_Poster.jpg/220px-Badhaai_Ho_Official_Poster.jpg,https://en.wikipedia.org/wiki/Badhaai_Ho,tt1801521,Khap,Khap,0,2011,125,Drama|Thriller,tt5460276,7.1,22695.0
152,5 Weddings,tt1971310,https://upload.wikimedia.org/wikipedia/en/thumb/d/dc/5_Weddings_Poster.jpg/220px-5_Weddings_Poster.jpg,https://en.wikipedia.org/wiki/5_Weddings,tt1805263,I Am Kalam,I Am Kalam,0,2010,88,Comedy|Drama|Family,tt3405236,6.8,37609.0
153,Kaashi in Search of Ganga,tt7274806,https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Kaashi_in_Search_of_Ganga.jpg/220px-Kaashi_in_Search_of_Ganga.jpg,https://en.wikipedia.org/wiki/Kaashi_in_Search_of_Ganga,tt1806913,Golmaal Again,Golmaal Again,0,2017,140,Action|Comedy|Fantasy,tt5970844,4.0,15980.0
154,Dassehra,tt2759338,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/Dassehra_Official_Poster.jpg/220px-Dassehra_Official_Poster.jpg,https://en.wikipedia.org/wiki/Dassehra_(film),tt1808221,Kaalo,Kaalo,0,2010,79,Action|Drama|Horror,tt6467380,6.8,3960.0
155,The Journey of Karma,tt9070934,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/The_Journey_of_Karma_Poster.jpg/220px-The_Journey_of_Karma_Poster.jpg,https://en.wikipedia.org/wiki/The_Journey_of_Karma,tt1809399,Utt Pataang,Utt Pataang,0,2011,120,Comedy|Drama,tt6296236,6.7,2268.0
156,Jack and Dil,tt6144958,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Jack_and_Dil_poster.jpg/220px-Jack_and_Dil_poster.jpg,https://en.wikipedia.org/wiki/Jack_and_Dil,tt1814619,Aashiqui.in,Aashiqui.in,0,2011,109,Drama|Romance,tt6299040,7.6,10332.0
157,Mohalla Assi,tt4949324,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Mohalla_Assi_Poster.jpg/220px-Mohalla_Assi_Poster.jpg,https://en.wikipedia.org/wiki/Mohalla_Assi,tt1821480,Kahaani,Kahaani,0,2012,122,Mystery|Thriller,tt6467738,6.2,1024.0
158,Pihu,tt8458202,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Pihu_Movie_Poster.jpg/220px-Pihu_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Pihu_(film),tt1821692,United Six,United Six,0,2011,\N,Action|Drama|Thriller,tt4909752,5.7,3393.0
159,Bhaiaji Superhit,tt2150177,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Bhaiaji_Superhit_new_Poster.jpg/220px-Bhaiaji_Superhit_new_Poster.jpg,https://en.wikipedia.org/wiki/Bhaiaji_Superhit,tt1825655,Angel,Angel,0,2011,114,Action|Drama,tt6499258,5.4,53.0
160,Hotel Milan,,,https://en.wikipedia.org/wiki/Hotel_Milan,tt1825801,Hostel,Hostel,0,2011,111,Action|Crime|Drama,tt5756052,5.6,82.0
161,Rajma Chawal,tt6747420,,https://en.wikipedia.org/wiki/Rajma_Chawal,tt1826051,Yeh Dooriyan,Yeh Dooriyan,0,2011,107,Drama|Romance,tt6277440,6.2,8868.0
162,Zero (2018 film),tt6527426,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Zero_official_poster.jpg/220px-Zero_official_poster.jpg,https://en.wikipedia.org/wiki/Zero_(2018_film),tt1826763,Mumbhai Connection,Mumbhai Connection,0,2011,90,Comedy|Crime|Thriller,tt6206564,7.5,8295.0
163,Simmba,tt7212726,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/Simmba_poster.jpg/220px-Simmba_poster.jpg,https://en.wikipedia.org/wiki/Simmba,tt1828289,Shagird,Shagird,0,2011,143,Action|Crime|Drama,tt5896934,2.9,304.0
164,Tiger Zinda Hai,tt5956100,https://upload.wikimedia.org/wikipedia/en/thumb/2/22/Tiger_Zinda_Hai_poster.jpg/220px-Tiger_Zinda_Hai_poster.jpg,https://en.wikipedia.org/wiki/Tiger_Zinda_Hai,tt1830786,Rascals,Rascals,0,2011,128,Action|Comedy|Crime,tt5046500,5.2,165.0
