,title,imdb_id,poster_path,wiki_link,imdb_id,title,original_title,is_adult,year_of_release,runtime,genres,imdb_id,imdb_rating,imdb_votes
930,Kasum Khoon Ki,tt0298952,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Kasum_Khoon_Ki.jpg/220px-Kasum_Khoon_Ki.jpg,https://en.wikipedia.org/wiki/Kasum_Khoon_Ki,tt0176072,Pyaar Diwana,Pyaar Diwana,0,1972,135,Comedy,tt0177504,6.8,13
931,Khoon Pasina,tt0076259,https://upload.wikimedia.org/wikipedia/en/3/32/Khoon_Pasina.jpg,https://en.wikipedia.org/wiki/Khoon_Pasina,tt0176075,Pyar Kiye Jaa,Pyar Kiye Jaa,0,1966,129,Comedy|Romance,tt0178174,5.4,23
932,Khel Khilari Ka,tt0363739,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Khel_Khilari_Ka.jpg/220px-Khel_Khilari_Ka.jpg,https://en.wikipedia.org/wiki/Khel_Khilari_Ka,tt0176075,Pyar Kiye Jaa,Pyar Kiye Jaa,0,1966,129,Comedy|Romance,tt0178180,6.5,36
933,Kinara (film),tt0215902,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/Kinara.jpg/220px-Kinara.jpg,https://en.wikipedia.org/wiki/Kinara_(film),tt0176101,Roop Tera Mastana,Roop Tera Mastana,0,1972,\N,Romance|Thriller,tt0178186,8.2,1254
934,Kissa Kursi Ka,tt0311401,,https://en.wikipedia.org/wiki/Kissa_Kursi_Ka,tt0176105,Roti,Roti,0,1974,120,Drama|Romance|Thriller,tt0072642,5.7,27
935,Kitaab,tt0215907,https://upload.wikimedia.org/wikipedia/en/7/72/KitaabFilmPoster.jpg,https://en.wikipedia.org/wiki/Kitaab,tt0176121,Sawan Ki Ghata,Sawan Ki Ghata,0,1966,136,Musical|Romance,tt0231155,4.8,18
936,Kotwal Saab,tt0244596,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Kotwal_Saab.jpg/220px-Kotwal_Saab.jpg,https://en.wikipedia.org/wiki/Kotwal_Saab,tt0176128,Sehra,Sehra,0,1963,\N,Family,tt0297738,6.1,14
937,Ladki Jawan Ho Gayi,tt0076288,,https://en.wikipedia.org/wiki/Ladki_Jawan_Ho_Gayi,tt0176192,Stree,Stree,0,1961,139,Fantasy,tt0373683,6.6,10
938,Maha Badmaash,tt0382825,https://upload.wikimedia.org/wikipedia/en/e/e5/Mahabadmaashfilm.png,https://en.wikipedia.org/wiki/Maha_Badmaash,tt0176216,Tangewala,Tangewala,0,1972,139,Action|Crime|Drama,tt0259854,5.2,22
939,Mama Bhanja,tt0357890,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/MamaBhanjafilm.png/220px-MamaBhanjafilm.png,https://en.wikipedia.org/wiki/Mama_Bhanja,tt0176272,Upaasna,Upaasna,0,1971,\N,Drama|Romance,tt0156319,5.4,7
940,Mastan Dada,tt0156773,,https://en.wikipedia.org/wiki/Mastan_Dada,tt0176327,Woh Koi Aur Hoga,Woh Koi Aur Hoga,0,1967,\N,Action|Drama|Mystery,tt0244457,6.1,31
941,Mukti (1977 film),tt0369746,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/1977Mukti.jpg/220px-1977Mukti.jpg,https://en.wikipedia.org/wiki/Mukti_(1977_film),tt0177473,Come Embrace Me,Aa Gale Lag Jaa,0,1973,148,Action|Drama|Romance,tt0243550,6.2,21
942,Naami Chor,tt0395675,,https://en.wikipedia.org/wiki/Naami_Chor,tt0177474,Aabshar,Aabshar,0,1953,\N,Drama|Romance,tt0359129,5.4,5
943,Ooparwala Jaane,tt0359778,,https://en.wikipedia.org/wiki/Ooparwala_Jaane,tt0177477,Aabroo,Aabroo,0,1956,\N,Romance,tt0361505,6.7,251
944,Paapi,tt0076515,https://upload.wikimedia.org/wikipedia/en/1/1a/Paapi.jpg,https://en.wikipedia.org/wiki/Paapi,tt0177478,Aadamkhor,Aadamkhor,0,1986,\N,Horror,tt0246493,6.9,109
945,Paheli (1977 film),tt0165907,,https://en.wikipedia.org/wiki/Paheli_(1977_film),tt0177479,Aadat Se Majboor,Aadat Se Majboor,0,1982,105,Action|Crime|Drama,tt0072783,8.4,10409
946,Kali Raat,tt0357827,,https://en.wikipedia.org/wiki/Kali_Raat,tt0177480,Aadharshila,Aadharshila,0,1982,154,Drama,tt0072860,8.1,9283
947,Palkon Ki Chhaon Mein,tt0299078,https://upload.wikimedia.org/wikipedia/en/thumb/8/87/Palkon_Ki_Chhaon_Mein.jpg/220px-Palkon_Ki_Chhaon_Mein.jpg,https://en.wikipedia.org/wiki/Palkon_Ki_Chhaon_Mein,tt0177482,Aadhi Raat,Aadhi Raat,0,1950,115,Drama|Romance,tt0072870,5.9,114
948,Pandit Aur Pathan,tt1176126,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/Pandit_Aur_Pathan.jpg/220px-Pandit_Aur_Pathan.jpg,https://en.wikipedia.org/wiki/Pandit_Aur_Pathan,tt0177485,Aadmi Sadak Ka,Aadmi Sadak Ka,0,1977,138,Drama|Family,tt0155606,7.7,39
949,Parvarish (1977 film),tt0076527,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Parvarish%2C_1977_Hindi_film.jpg/220px-Parvarish%2C_1977_Hindi_film.jpg,https://en.wikipedia.org/wiki/Parvarish_(1977_film),tt0177486,Aag Aur Daag,Aag Aur Daag,0,1970,\N,Action|Comedy|Drama,tt0246420,7.1,180
950,Prayashchit,tt0358042,,https://en.wikipedia.org/wiki/Prayashchit,tt0177487,Aag Hi Aag,Aag Hi Aag,0,1987,170,Action,tt0315487,4.7,15
951,Safed Jhooth,tt0158179,,https://en.wikipedia.org/wiki/Safed_Jhoot,tt0177489,Aag Ka Gola,Aag Ka Gola,0,1990,180,Action|Drama,tt0361515,6.4,82
952,Priyatama,tt0152080,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Priyatama.jpg/220px-Priyatama.jpg,https://en.wikipedia.org/wiki/Priyatama,tt0177490,Aghaat,Aghaat,0,1985,138,Crime|Drama,tt0370468,6.0,7
953,Manmadha Leelai,tt0154838,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Manmadha_Leelai.jpg/220px-Manmadha_Leelai.jpg,https://en.wikipedia.org/wiki/Meethi_Meethi_Baatein,tt0177491,Aahuti,Aahuti,0,1950,\N,\N,tt0247296,6.3,7
954,Ram Bharose,tt0368194,,https://en.wikipedia.org/wiki/Ram_Bharose,tt0177492,Aahuti,Aahuti,0,1978,135,Action|Drama,tt0314005,6.6,28
955,Pratima Aur Paayal,tt0360894,,https://en.wikipedia.org/wiki/Pratima_Aur_Paayal,tt0177496,Aaj Ka M.L.A. Ram Avtar,Aaj Ka M.L.A. Ram Avtar,0,1984,157,Action|Drama,tt0214663,7.2,52
956,The Chess Players (film),tt0076696,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Chess_players.jpg/220px-Chess_players.jpg,https://en.wikipedia.org/wiki/Shatranj_Ke_Khiladi_(film),tt0177497,Aaj Ka Mahaatma,Aaj Ka Mahaatma,0,1976,170,Action|Romance,tt0072972,7.0,272
957,Saheb Bahadur,tt0155135,https://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Saheb_Bahadur.jpg/220px-Saheb_Bahadur.jpg,https://en.wikipedia.org/wiki/Saheb_Bahadur,tt0177498,Aaj Ka Ye Ghar,Aaj Ka Ye Ghar,0,1976,\N,Drama,tt0277761,5.9,7
958,Shankar Hussain,tt0274086,,https://en.wikipedia.org/wiki/Shankar_Hussain,tt0177499,Aaj Ki Dhara,Aaj Ki Dhara,0,1979,\N,Drama,tt0073112,5.7,35
959,Taxi Taxie,tt0316733,,https://en.wikipedia.org/wiki/Taxi_Taxie,tt0177502,Aaj Ki Taaza Khabar,Aaj Ki Taaza Khabar,0,1973,\N,Comedy,tt0165795,7.5,86
960,Shirdi Ke Sai Baba,tt0300475,,https://en.wikipedia.org/wiki/Shirdi_Ke_Sai_Baba,tt0177504,Aaja Sanam,Aaja Sanam,0,1968,121,Drama|Romance,tt0872207,6.4,9
961,Seetha Rama Vanavasam,tt1139133,,https://en.wikipedia.org/wiki/Shri_Ram_Vanvas,tt0177505,Aakhri Adaalat,Aakhri Adaalat,0,1988,\N,Action|Thriller,tt0073191,6.9,99
962,Zamaanat,tt0389551,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Zamaanat_%281977_film%29.jpg/220px-Zamaanat_%281977_film%29.jpg,https://en.wikipedia.org/wiki/Zamaanat,tt0178172,Aakhri Daku,Aakhri Daku,0,1978,\N,Action,tt0187192,6.2,250
963,Tyaag,tt0275748,https://upload.wikimedia.org/wikipedia/en/7/7d/Tyaag_1977.jpg,https://en.wikipedia.org/wiki/Tyaag,tt0178174,Aakhri Dao,Aakhri Dao,0,1975,\N,Action|Crime|Drama,tt0230389,6.4,9
964,Yaaron Ka Yaar,tt0157199,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Yaaron_Ka_Yaar.jpg/240px-Yaaron_Ka_Yaar.jpg,https://en.wikipedia.org/wiki/Yaaron_Ka_Yaar,tt0178177,Aakhri Kasam,Aakhri Kasam,0,1979,126,Action|Thriller,tt0073224,6.5,46
965,Yehi Hai Zindagi,tt0276628,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Yehi_Hai_Zindagi.jpg/220px-Yehi_Hai_Zindagi.jpg,https://en.wikipedia.org/wiki/Yehi_Hai_Zindagi,tt0178178,Aakhri Mujra,Aakhri Mujra,0,1981,121,Drama|Musical,tt0367922,5.2,19
966,Aaj Ka Mahaatma,tt0177497,,https://en.wikipedia.org/wiki/Aaj_Ka_Mahaatma,tt0178179,Aakhri Nishchay,Aakhri Nishchay,0,1988,\N,Drama,tt0073236,7.6,316
967,Aaj Ka Ye Ghar,tt0177498,https://upload.wikimedia.org/wikipedia/en/thumb/d/d0/Aaj_Ka_Ye_Ghar.jpg/220px-Aaj_Ka_Ye_Ghar.jpg,https://en.wikipedia.org/wiki/Aaj_Ka_Ye_Ghar,tt0178180,Aakraman,Aakraman,0,1975,\N,Drama|History|Romance,tt0175837,6.4,17
968,Aap Beati,tt0178194,,https://en.wikipedia.org/wiki/Aap_Beati,tt0178181,Aamne - Saamne,Aamne - Saamne,0,1967,163,Crime|Mystery|Romance,tt0215900,7.0,213
969,Arjun Pandit (1976 film),tt0149708,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Arjun_Pandit.jpg/220px-Arjun_Pandit.jpg,https://en.wikipedia.org/wiki/Arjun_Pandit_(1976_film),tt0178182,Aan Aur Shaan,Aan Aur Shaan,0,1984,130,Drama,tt0151511,8.1,782
970,Bairaag,tt0371558,https://upload.wikimedia.org/wikipedia/en/c/c6/Bairaag.jpg,https://en.wikipedia.org/wiki/Bairaag,tt0178183,Aan Baan,Aan Baan,0,1972,\N,Drama,tt0298437,6.6,14
971,Bajrangbali (film),tt0157845,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Bajrangbali_%28film%29.jpg/220px-Bajrangbali_%28film%29.jpg,https://en.wikipedia.org/wiki/Bajrangbali_(film),tt0178184,Aan Milo Sajna,Aan Milo Sajna,0,1970,177,Drama|Musical|Romance,tt0359687,6.4,8
972,Swami (1977 film),tt0152720,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Swami_%281977_film%29.jpg/220px-Swami_%281977_film%29.jpg,https://en.wikipedia.org/wiki/Swami_(1977_film),tt0178185,Aanchal,Aanchal,0,1980,\N,Action|Comedy|Drama,tt0073391,7.6,1129
973,Balika Badhu (1976 film),tt0237022,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Balika_Badhu%2C_1976_Hindi_film.jpg/220px-Balika_Badhu%2C_1976_Hindi_film.jpg,https://en.wikipedia.org/wiki/Balika_Badhu_(1976_film),tt0178186,Aandhi,Aandhi,0,1975,133,Drama|Romance,tt0359738,5.8,9
974,Barood (1976 film),tt0157358,,https://en.wikipedia.org/wiki/Barood_(1976_film),tt0178187,Aandhi-Toofan,Aandhi-Toofan,0,1985,144,Drama,tt0073458,7.6,423
975,Bhala Manus,tt0283934,,https://en.wikipedia.org/wiki/Bhala_Manus,tt0178188,Aangan Ki Kali,Aangan Ki Kali,0,1979,\N,Drama|Family,tt0318584,6.5,44
976,Bhanwar,tt0297781,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Bhanwar76.jpg/220px-Bhanwar76.jpg,https://en.wikipedia.org/wiki/Bhanwar,tt0178191,Aansoo Aur Muskan,Aansoo Aur Muskan,0,1970,150,Comedy|Drama|Family,tt0216110,7.2,247
977,Aarambh (film),tt0178200,,https://en.wikipedia.org/wiki/Aarambh_(film),tt0178192,Aap Aye Bahaar Ayee,Aap Aye Bahaar Ayee,0,1971,119,Comedy|Drama|Romance,tt0155997,7.0,218
978,Chalte Chalte (1976 film),tt0360463,,https://en.wikipedia.org/wiki/Chalte_Chalte_(1976_film),tt0178194,Aap Beati,Aap Beati,0,1976,145,Drama|Family,tt0431350,6.0,10
979,Bullet (1976 film),tt0154265,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Bullet_%281976%29.jpg/220px-Bullet_%281976%29.jpg,https://en.wikipedia.org/wiki/Bullet_(1976_film),tt0178195,Aap Ke Deewane,Aap Ke Deewane,0,1980,\N,Romance,tt0246190,6.7,40
980,Bundal Baaz,tt0231226,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Bundal_Baaz.jpg/220px-Bundal_Baaz.jpg,https://en.wikipedia.org/wiki/Bundal_Baaz,tt0178196,Aap Ki Khatir,Aap Ki Khatir,0,1977,115,Action|Comedy|Drama,tt0430561,6.0,33
981,Charas (1976 film),tt0268216,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Charasfilm.jpg/220px-Charasfilm.jpg,https://en.wikipedia.org/wiki/Charas_(1976_film),tt0178198,Aap To Aise Na The,Aap To Aise Na The,0,1980,145,Drama|Family|Romance,tt0395743,5.4,42
982,Chhoti Si Baat,tt0072777,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Chhoti_Si_Baat.jpg/220px-Chhoti_Si_Baat.jpg,https://en.wikipedia.org/wiki/Chhoti_Si_Baat,tt0178200,Aarambh,Aarambh,0,1976,\N,Drama,tt0073569,6.6,131
983,Chitchor,tt0157460,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Chitchor_film.jpg/220px-Chitchor_film.jpg,https://en.wikipedia.org/wiki/Chitchor,tt0178204,Aasha,Aasha,0,1980,123,Drama|Musical|Romance,tt0359960,7.5,6
984,Deewaangee,tt0293081,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Deewaangee.jpg/220px-Deewaangee.jpg,https://en.wikipedia.org/wiki/Deewaangee,tt0178207,Aashiq Hoon Baharon Ka,Aashiq Hoon Baharon Ka,0,1977,136,Romance,tt0073657,6.8,50
985,Do Anjaane,tt0074417,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/Do_Anjaane.jpg/220px-Do_Anjaane.jpg,https://en.wikipedia.org/wiki/Do_Anjaane,tt0178209,Aasmaan,Aasmaan,0,1984,145,Drama|Mystery,tt0276542,5.7,19
986,Do Khiladi,tt0231472,,https://en.wikipedia.org/wiki/Do_Khiladi,tt0178210,Aatish,Aatish,0,1979,139,Action,tt0230913,6.8,55
987,Do Ladkiyan,tt0213621,,https://en.wikipedia.org/wiki/Do_Ladkiyan,tt0178211,Ab Ayega Mazaa,Ab Ayega Mazaa,0,1984,\N,Comedy,tt0073707,8.2,47924
988,Dus Numbri,tt0359135,https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/Dus_Numbri_%28movie_poster%29.jpg/220px-Dus_Numbri_%28movie_poster%29.jpg,https://en.wikipedia.org/wiki/Dus_Numbri,tt0178212,Ab Kya Hoga,Ab Kya Hoga,0,1977,\N,Mystery|Thriller,tt0073837,5.6,18
989,Ek Se Badhkar Ek (1976 film),tt0157572,,https://en.wikipedia.org/wiki/Ek_Se_Badhkar_Ek_(1976_film),tt0178217,Abhi To Jee Lein,Abhi To Jee Lein,0,1977,135,Action|Drama|Thriller,tt0247015,7.4,7
990,Ginny Aur Johnny,tt0452236,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Ginny_Aur_Johnny.jpg/220px-Ginny_Aur_Johnny.jpg,https://en.wikipedia.org/wiki/Ginny_Aur_Johnny,tt0178218,Abhinetri,Abhinetri,0,1970,154,Drama|Romance,tt0824414,7.5,24
991,Hera Pheri (1976 film),tt0073104,https://upload.wikimedia.org/wikipedia/en/9/98/Hera_Pheri_%281976%29.jpg,https://en.wikipedia.org/wiki/Hera_Pheri_(1976_film),tt0178230,Ameer,Ameer,0,1954,\N,\N,tt0158356,7.0,89
992,Jaaneman (1976 film),tt0154663,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Jaaneman_%281976%29.jpg/220px-Jaaneman_%281976%29.jpg,https://en.wikipedia.org/wiki/Jaaneman_(1976_film),tt0179065,Aanchal,Aanchal,0,1960,\N,Drama|Family,tt0073923,6.6,23
993,Jeevan Jyoti (1976 film),tt0392187,https://upload.wikimedia.org/wikipedia/en/thumb/6/6f/Jeevan_Jyoti.jpg/280px-Jeevan_Jyoti.jpg,https://en.wikipedia.org/wiki/Jeevan_Jyoti_(1976_film),tt0182637,Uchû keiji Gyaban,Uchû keiji Gyaban,0,1982,30,Action|Adventure|Fantasy,tt0073924,6.1,287
994,Kabeela,tt0367918,,https://en.wikipedia.org/wiki/Kabeela,tt0184688,Love in Canada,Love in Canada,0,1979,130,Drama|Romance,tt0360231,6.2,25
995,Kabhie Kabhie (1976 film),tt0074730,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Kabhi_Kabhie_film_poster.jpg/220px-Kabhi_Kabhie_film_poster.jpg,https://en.wikipedia.org/wiki/Kabhie_Kabhie_(1976_film),tt0186794,Thayillamal Nannilai,Thayillamal Nannilai,0,1979,135,Action|Drama,tt0368465,5.3,29
996,Kalicharan,tt0214832,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Kalicharan_1976_film_poster.jpg/220px-Kalicharan_1976_film_poster.jpg,https://en.wikipedia.org/wiki/Kalicharan,tt0186799,Dharm Adhikari,Dharm Adhikari,0,1986,159,Action|Comedy|Drama,tt0071083,6.7,102
997,Khaan Dost,tt0215898,https://upload.wikimedia.org/wikipedia/en/b/be/Khaan_Dost.jpg,https://en.wikipedia.org/wiki/Khaan_Dost,tt0186838,Aulad,Aulad,0,1987,\N,Drama,tt0071307,6.7,112
998,Khalifa (film),,,https://en.wikipedia.org/wiki/Khalifa_(film),tt0186850,Balidaan,Balidaan,0,1985,137,Action|Thriller,tt0231592,6.6,30
999,Koi Jeeta Koi Haara,tt0359565,https://upload.wikimedia.org/wikipedia/en/thumb/6/6a/Koi_Jeeta_Koi_Haara.jpg/220px-Koi_Jeeta_Koi_Haara.jpg,https://en.wikipedia.org/wiki/Koi_Jeeta_Koi_Haara,tt0186871,Bhagwaan Dada,Bhagwaan Dada,0,1986,147,Drama|Thriller,tt0175423,7.0,350
1000,Lagaam (1976 film),tt0431873,,https://en.wikipedia.org/wiki/Lagaaam,tt0187043,Gair Kaanooni,Gair Kaanooni,0,1989,152,Action|Comedy|Drama,tt0154108,7.1,10
1001,Laila Majnu (1976 film),tt0266712,https://upload.wikimedia.org/wikipedia/en/e/e7/Laila_Majnu_1976.jpg,https://en.wikipedia.org/wiki/Laila_Majnu_(1976_film),tt0187060,Sherni,Sherni,0,1988,\N,Action|Drama,tt0268129,6.5,140
1002,Fakira (film),tt0298327,https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/Fakira.jpg/220px-Fakira.jpg,https://en.wikipedia.org/wiki/Fakira_(film),tt0187150,Himmatwala,Himmatwala,0,1983,179,Action|Comedy|Drama,tt0156258,7.0,167
1003,Maa (1976 film),tt0276309,,https://en.wikipedia.org/wiki/Maa_(1976_film),tt0187176,Jaani Dost,Jaani Dost,0,1983,153,Action|Comedy|Crime,tt0233202,6.7,74
1004,Maha Chor,tt0155846,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Maha_Chor.jpg/220px-Maha_Chor.jpg,https://en.wikipedia.org/wiki/Maha_Chor,tt0187192,Julie,Julie,0,1975,145,Drama|Family|Musical,tt0071145,8.2,789
1005,Mazdoor Zindabaad,tt0374033,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Mazdoor_Zindabaad.jpg/220px-Mazdoor_Zindabaad.jpg,https://en.wikipedia.org/wiki/Mazdoor_Zindabaad,tt0187193,Justice Chaudhury,Justice Chaudhury,0,1983,156,Action|Comedy|Drama,tt0357451,4.4,7
1006,Mehbooba (1976 film),tt0268449,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Mehbooba1976.jpg/220px-Mehbooba1976.jpg,https://en.wikipedia.org/wiki/Mehbooba_(1976_film),tt0187195,Kalaakaar,Kalaakaar,0,1983,\N,Family|Romance,tt0233281,6.4,34
1007,Manthan,tt0074858,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Manthan_poster.jpg/220px-Manthan_poster.jpg,https://en.wikipedia.org/wiki/Manthan_(1976_film),tt0187271,Masterji,Masterji,0,1985,178,Comedy|Drama,tt0370383,6.6,24
1008,Naach Uthe Sansaar,tt0359728,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Naach_Uthe_Sansaar.jpg/220px-Naach_Uthe_Sansaar.jpg,https://en.wikipedia.org/wiki/Naach_Uthe_Sansaar,tt0187344,Naya Kadam,Naya Kadam,0,1984,\N,Drama|Family|Romance,tt0071205,6.8,222
1009,Mrigayaa,tt0074926,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Mrigayaa.jpg/220px-Mrigayaa.jpg,https://en.wikipedia.org/wiki/Mrigayaa,tt0187351,Nigahen: Nagina Part II,Nigahen: Nagina Part II,0,1989,140,Drama|Family|Fantasy,tt0246462,6.6,51
1010,Nagin (1976 film),tt0074949,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Nagin_%281976%29.jpg/220px-Nagin_%281976%29.jpg,https://en.wikipedia.org/wiki/Nagin_(1976_film),tt0187485,Sarfarosh,Sarfarosh,0,1985,157,Drama,tt0268217,7.1,37
1011,Nehle Pe Dehla,tt0074955,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Nehle_Pe_Dehla_Poster.jpg/220px-Nehle_Pe_Dehla_Poster.jpg,https://en.wikipedia.org/wiki/Nehle_Pe_Dehla,tt0187528,Suhagan,Suhagan,0,1986,143,Romance,tt0315389,5.4,12
1012,Rakhi Aur Rifle,tt0430508,,https://en.wikipedia.org/wiki/Rakhi_Aur_Rifle,tt0206054,Jawan Muhabat,Jawan Muhabat,0,1971,\N,Drama|Romance,tt0276861,6.4,19
1013,Rangila Ratan,tt0380660,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Rangila_Ratan_poster.jpg/220px-Rangila_Ratan_poster.jpg,https://en.wikipedia.org/wiki/Rangila_Ratan,tt0206238,Raaz,Raaz,0,1967,139,Mystery|Thriller,tt0175530,6.4,121
1014,Sabse Bada Rupaiya (1976 film),tt0420139,https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Sabse_Bada_Rupaiya1976.jpg/220px-Sabse_Bada_Rupaiya1976.jpg,https://en.wikipedia.org/wiki/Sabse_Bada_Rupaiya_(1976_film),tt0206554,Anpadh,Anpadh,0,1962,150,Drama|Family|Musical,tt0071317,7.4,68
1015,Sajjo Rani,tt0269818,,https://en.wikipedia.org/wiki/Sajjo_Rani,tt0206554,Anpadh,Anpadh,0,1962,150,Drama|Family|Musical,tt0429776,5.5,19
1016,Shankar Shambhu,tt0358138,https://upload.wikimedia.org/wikipedia/en/d/dd/Shankar_Shambhu.jpg,https://en.wikipedia.org/wiki/Shankar_Shambhu,tt0207331,Bedaag,Bedaag,0,1965,\N,Drama|Family,tt0155668,6.2,26
1017,Shaque,tt0259571,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Shaque_the_film.jpg/220px-Shaque_the_film.jpg,https://en.wikipedia.org/wiki/Shaque,tt0208855,Chaahat,Chaahat,0,1971,\N,Romance,tt0357610,6.2,5
1018,Sharafat Chod Di Maine,tt0381585,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Sharafat_Chod_Di_Maine.jpg/220px-Sharafat_Chod_Di_Maine.jpg,https://en.wikipedia.org/wiki/Sharafat_Chod_Di_Maine,tt0208903,Disco Dancer,Disco Dancer,0,1982,135,Drama|Musical|Romance,tt0071436,7.0,193
1019,Sita Kalyanam (1976 film),tt0156082,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Seetha_Kalyanam.jpg/220px-Seetha_Kalyanam.jpg,https://en.wikipedia.org/wiki/Sita_Swayamvar,tt0212123,Dulhan Ek Raat Ki,Dulhan Ek Raat Ki,0,1967,170,Crime|Drama|Music,tt0233620,6.0,5
1020,Tapasya (1976 film),tt0165972,https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Tapasya_poster.jpg/220px-Tapasya_poster.jpg,https://en.wikipedia.org/wiki/Tapasya_(1976_film),tt0212745,Agra Road,Agra Road,0,1957,\N,Comedy|Romance|Thriller,tt0156504,8.8,41
1021,Udhar Ka Sindur,tt0298582,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Udhar_Ka_Sindur.jpg/220px-Udhar_Ka_Sindur.jpg,https://en.wikipedia.org/wiki/Udhar_Ka_Sindur,tt0212965,Girls' Hostel,Girls' Hostel,0,1962,\N,Drama,tt0357651,6.6,7
1022,Zid (1976 film),tt0390651,https://upload.wikimedia.org/wikipedia/en/b/b9/Zid76hindifilm.png,https://en.wikipedia.org/wiki/Zid_(1976_film),tt0213081,Meena Bazaar,Meena Bazaar,0,1950,\N,Drama,tt0071541,6.7,44
1023,Zamane Se Poocho,tt0391553,,https://en.wikipedia.org/wiki/Zamane_Se_Poocho,tt0213082,Mera Desh Mera Dharam,Mera Desh Mera Dharam,0,1973,120,Drama,tt0357709,6.1,12
1024,Zindagi (1976 film),tt0320792,https://upload.wikimedia.org/wikipedia/en/4/44/Zindagi1976.jpg,https://en.wikipedia.org/wiki/Zindagi_(1976_film),tt0213447,Amber,Amber,0,1952,141,Action|Adventure|Drama,tt0239448,6.7,91
1025,Aa Jaa Sanam,tt0177504,https://upload.wikimedia.org/wikipedia/en/thumb/8/88/Aajaasanam.jpg/220px-Aajaasanam.jpg,https://en.wikipedia.org/wiki/Aaja_Sanam,tt0213449,Ameer Aadmi Gharib Aadmi,Ameer Aadmi Gharib Aadmi,0,1985,\N,Drama,tt0357720,6.9,23
1026,Aakhri Daao,tt0178174,https://upload.wikimedia.org/wikipedia/en/a/aa/Aakhri_Daao.jpg,https://en.wikipedia.org/wiki/Aakhri_Daao,tt0213467,Aurat Teri Yehi Kahani,Aurat Teri Yehi Kahani,0,1954,\N,Drama|Family,tt0242502,7.2,9
1027,Aakraman,tt0178180,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/Aakraman.jpg/220px-Aakraman.jpg,https://en.wikipedia.org/wiki/Aakraman,tt0213475,Bachpan,Bachpan,0,1970,133,Action|Comedy|Crime,tt0304147,6.3,30
1028,Aandhi,tt0178186,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Aandhi.jpg/220px-Aandhi.jpg,https://en.wikipedia.org/wiki/Aandhi,tt0213500,Bhai Ho To Aisa,Bhai Ho To Aisa,0,1972,131,Action|Comedy|Drama,tt0298366,5.8,32
