,title,imdb_id,poster_path,wiki_link,imdb_id,title,original_title,is_adult,year_of_release,runtime,genres,imdb_id,imdb_rating,imdb_votes
801,Kahin Pyaar Na Ho Jaaye (2000 film),tt0268401,https://upload.wikimedia.org/wikipedia/en/thumb/0/02/Kahin_Pyaar_Na_Ho_Jaaye2000.jpg/220px-Kahin_Pyaar_Na_Ho_Jaaye2000.jpg,https://en.wikipedia.org/wiki/Kahin_Pyaar_Na_Ho_Jaaye_(2000_film),tt0353351,Dhund: The Fog,Dhund: The Fog,0,2003,153,Adventure|Horror|Mystery,tt0206020,5.1,262
802,Karobaar: The Business of Love,,https://upload.wikimedia.org/wikipedia/en/c/c4/Karobaar%2C_The_Business_of_Love.jpg,https://en.wikipedia.org/wiki/Karobaar:_The_Business_of_Love,tt0353555,Insaniyat Ke Devta,Insaniyat Ke Devta,0,1993,\N,Action|Crime|Drama,tt0317641,4.0,47
803,Joru Ka Ghulam,tt0250452,https://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Joru_Ka_Ghulam.jpg/220px-Joru_Ka_Ghulam.jpg,https://en.wikipedia.org/wiki/Joru_Ka_Ghulam,tt0354538,Ek Aur Ek Gyarah: By Hook or by Crook,Ek Aur Ek Gyarah: By Hook or by Crook,0,2003,144,Action|Comedy|Crime,tt0196635,4.8,1905
804,Khauff,tt0220596,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Khauff_Cover.jpg/220px-Khauff_Cover.jpg,https://en.wikipedia.org/wiki/Khauff,tt0354662,Jallad No. 1,Jallad No. 1,0,2000,\N,Action,tt0226847,4.8,1470
805,Khiladi 420,tt0255305,https://upload.wikimedia.org/wikipedia/en/8/83/Khiladi420.jpg,https://en.wikipedia.org/wiki/Khiladi_420,tt0357208,Stumped,Stumped,0,2003,121,Comedy|Drama|Sport,tt0230347,5.9,2335
806,Krodh (film),tt0311413,,https://en.wikipedia.org/wiki/Krodh_(film),tt0357283,Silent Waters,Khamosh Pani: Silent Waters,0,2003,99,Drama,tt0339239,4.0,29
807,Kurukshetra (2000 film),tt0255309,https://upload.wikimedia.org/wikipedia/en/thumb/4/43/Kurukshetrahindi.jpg/220px-Kurukshetrahindi.jpg,https://en.wikipedia.org/wiki/Kurukshetra_(2000_film),tt0357328,Yeh Dil,Yeh Dil,0,2003,147,Drama|Romance,tt0439641,6.4,21
808,Pukar (2000 film),tt0218533,https://upload.wikimedia.org/wikipedia/en/thumb/1/11/Pukar_poster.jpg/220px-Pukar_poster.jpg,https://en.wikipedia.org/wiki/Pukar_(2000_film),tt0358261,Vishnu-Devaa,Vishnu-Devaa,0,1991,152,Action|Crime|Drama,tt0206067,6.0,1234
809,Mela (2000 film),tt0232079,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/32px-Flag_of_India.svg.png,https://en.wikipedia.org/wiki/Mela_(2000_film),tt0358613,Om,Om,0,2003,\N,Action|Romance,tt0226786,5.4,425
810,Phir Bhi Dil Hai Hindustani,tt0222270,https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/Phir_Bhi_Dil_Hai_Hindustani_.jpg/220px-Phir_Bhi_Dil_Hai_Hindustani_.jpg,https://en.wikipedia.org/wiki/Phir_Bhi_Dil_Hai_Hindustani,tt0358960,Aurat Aurat Aurat,Aurat Aurat Aurat,0,1996,\N,Crime|Drama,tt0220594,5.2,447
811,Raja Ko Rani Se Pyar Ho Gaya,tt0255543,https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Raja_ko_rani_se_pyar_ho_gaya.jpg/220px-Raja_ko_rani_se_pyar_ho_gaya.jpg,https://en.wikipedia.org/wiki/Raja_Ko_Rani_Se_Pyar_Ho_Gaya,tt0358992,Bedardi,Bedardi,0,1993,146,Action|Crime,tt0213775,5.4,540
812,Raju Chacha,tt0271748,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Raju_Chacha.jpg/220px-Raju_Chacha.jpg,https://en.wikipedia.org/wiki/Raju_Chacha,tt0359059,Chahoonga Main Tujhe,Chahoonga Main Tujhe,0,1993,\N,Drama|Romance,tt0195002,7.8,3071
813,Nidaan,tt0273884,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Nidaan.jpg/220px-Nidaan.jpg,https://en.wikipedia.org/wiki/Nidaan,tt0359151,Deshwasi,Deshwasi,0,1991,145,Action|Crime|Drama,tt0220597,5.3,670
814,Shikari (2000 film),tt0120117,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Shikari_%282000_film%29.jpg/220px-Shikari_%282000_film%29.jpg,https://en.wikipedia.org/wiki/Shikari_(2000_film),tt0359157,Dil Hai Betaab,Dil Hai Betaab,0,1993,157,Action|Drama|Romance,tt0172704,3.2,530
815,Ramayana: The Legend of Prince Rama,tt0259534,https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/Ramayana%2C_The_Legend_of_Prince_Rama.jpg/220px-Ramayana%2C_The_Legend_of_Prince_Rama.jpg,https://en.wikipedia.org/wiki/The_Prince_of_Light,tt0359168,Do Matwale,Do Matwale,0,1991,\N,Action,tt2008546,5.2,5
816,Tera Jadoo Chal Gayaa,tt0250774,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/Tera_Jadoo_Chal_Gayaa.gif/220px-Tera_Jadoo_Chal_Gayaa.gif,https://en.wikipedia.org/wiki/Tera_Jadoo_Chal_Gayaa,tt0359368,Hahakaar,Hahakaar,0,1996,\N,Action|Crime|Drama,tt0217608,4.4,133
817,Tere Liye (film),,,https://en.wikipedia.org/wiki/Tere_Liye_(film),tt0359444,Hum Se Na Takrana,Hum Se Na Takrana,0,1990,145,Action|Crime|Drama,tt0206921,6.2,4465
818,Meri Jung Ka Elaan,tt0481880,https://upload.wikimedia.org/wikipedia/en/thumb/6/65/Meri_Jung_Ka_Elaan.jpg/220px-Meri_Jung_Ka_Elaan.jpg,https://en.wikipedia.org/wiki/Meri_Jung_Ka_Elaan,tt0359582,Lakshmanrekha,Lakshmanrekha,0,1991,133,Drama,tt0214931,5.4,802
819,Kunwara,tt0253194,https://upload.wikimedia.org/wikipedia/en/7/79/Kunwara.jpg,https://en.wikipedia.org/wiki/Kunwara,tt0359876,Ranbhoomi,Ranbhoomi,0,1991,\N,Action|Drama,tt0209263,3.3,331
820,The Revenge: Geeta Mera Naam,tt0778824,,https://en.wikipedia.org/wiki/The_Revenge:_Geeta_Mera_Naam,tt0359962,Shankara,Shankara,0,1991,\N,Action,tt0275608,4.4,154
821,Aa Ab Laut Chalen,tt0149568,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/AaAbLautChalen.jpg/220px-AaAbLautChalen.jpg,https://en.wikipedia.org/wiki/Aa_Ab_Laut_Chalen,tt0359967,Sher Dil,Sher Dil,0,1990,\N,Action|Drama,tt0489530,5.2,9
822,Arjun Pandit (1999 film),tt0278315,,https://en.wikipedia.org/wiki/Arjun_Pandit_(1999_film),tt0359971,Sheshnaag,Sheshnaag,0,1990,145,Fantasy|Thriller,tt0286910,4.6,275
823,Baadshah (1999 film),tt0211934,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/Baadshah1.jpg/220px-Baadshah1.jpg,https://en.wikipedia.org/wiki/Baadshah_(1999_film),tt0360145,Veeru Dada,Veeru Dada,0,1990,\N,Action|Adventure|Drama,tt0259547,7.7,26
824,Aarzoo,tt0284811,https://upload.wikimedia.org/wikipedia/en/thumb/2/2d/Aarzoo_%28DVD_box_art%29.jpg/220px-Aarzoo_%28DVD_box_art%29.jpg,https://en.wikipedia.org/wiki/Aarzoo,tt0360224,Yugandhar,Yugandhar,0,1993,\N,Action|Crime|Drama,tt0111068,6.8,4849
825,Anari No.1,tt0200435,https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/AnariNo1.jpg/220px-AnariNo1.jpg,https://en.wikipedia.org/wiki/Anari_No.1,tt0360227,Zakhmo Ka Hisaab,Zakhmo Ka Hisaab,0,1993,131,Action|Crime|Drama,tt0338264,4.5,45
826,Bade Dilwala,tt0286478,,https://en.wikipedia.org/wiki/Bade_Dilwala,tt0360693,Jeene Do,Jeene Do,0,1990,125,Action|Drama,tt0286891,4.7,31
827,Sultaan,tt0462041,https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Sultanmithun.jpg/220px-Sultanmithun.jpg,https://en.wikipedia.org/wiki/Sultaan,tt0360791,Meri Aan,Meri Aan,0,1993,\N,Drama|Family|Romance,tt0286934,4.5,218
828,Tarkieb,tt0252038,,https://en.wikipedia.org/wiki/Tarkieb,tt0360911,Qurbani Rang Layegi,Qurbani Rang Layegi,0,1991,\N,Drama|Family,tt0207626,6.8,22
829,Biwi No.1,tt0207341,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Biwin1.jpg/220px-Biwin1.jpg,https://en.wikipedia.org/wiki/Biwi_No.1,tt0361625,Flavors,Flavors,0,2003,118,Comedy,tt0220757,7.7,2366
830,Bhopal Express (film),tt0281656,https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Bhopalexpressdvd.jpg/220px-Bhopalexpressdvd.jpg,https://en.wikipedia.org/wiki/Bhopal_Express_(film),tt0361721,Hum Sab Chor Hain,Hum Sab Chor Hain,0,1995,143,Action|Crime|Drama,tt0215196,6.6,213
831,Chehraa (1999 film),tt0286539,,https://en.wikipedia.org/wiki/Chehraa_(1999_film),tt0361764,Janata Ki Adalat,Janata Ki Adalat,0,1994,\N,Musical,tt2008624,5.1,7
832,Daag (1999 film),tt0272062,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Daag-the-fire.jpg/220px-Daag-the-fire.jpg,https://en.wikipedia.org/wiki/Daag:_The_Fire,tt0361796,Khatarnaak,Khatarnaak,0,1990,223,Action|Crime|Drama,tt0267928,2.5,185
833,Dahek,tt0217351,https://upload.wikimedia.org/wikipedia/en/8/8f/Dahek_-_A_burning_Passion.jpg,https://en.wikipedia.org/wiki/Dahek,tt0362056,Pyar Ka Rog,Pyar Ka Rog,0,1994,\N,Comedy|Drama|Romance,tt0410809,4.4,17
834,Dillagi (1999 film),tt0225515,https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Dillagi_%281999_film%29.jpg/220px-Dillagi_%281999_film%29.jpg,https://en.wikipedia.org/wiki/Dillagi_(1999_film),tt0362223,Tejaa,Tejaa,0,1990,\N,Action|Drama,tt0220832,8.0,11521
835,Dulhan Banoo Main Teri,tt0940881,https://upload.wikimedia.org/wikipedia/en/thumb/6/69/Dulhan_Banoo_Main_Teri.jpg/220px-Dulhan_Banoo_Main_Teri.jpg,https://en.wikipedia.org/wiki/Dulhan_Banoo_Main_Teri,tt0362696,Haasil,Haasil,0,2003,160,Crime|Drama|Romance,tt0215245,5.9,514
836,Gair (film),tt0286640,https://upload.wikimedia.org/wikipedia/en/6/6c/Gair_%28movie_poster%29.jpg,https://en.wikipedia.org/wiki/Gair_(film),tt0362771,Ishq Vishk,Ishq Vishk,0,2003,134,Comedy|Romance,tt0214178,6.2,2371
837,Godmother (film),tt0233808,https://upload.wikimedia.org/wikipedia/en/9/96/Godmother_%28film%29.jpg,https://en.wikipedia.org/wiki/Godmother_(film),tt0362902,Nayee Padosan,Nayee Padosan,0,2003,136,Comedy,tt2008631,5.4,42
838,Dil Kya Kare,tt0216707,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Dil_Kya_Kare.png/220px-Dil_Kya_Kare.png,https://en.wikipedia.org/wiki/Dil_Kya_Kare,tt0362986,Prem Yog,Prem Yog,0,1994,148,Drama|Family,tt0200087,8.1,22740
839,Haseena Maan Jaayegi,tt0267548,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Haseena_Maan_Jaayegi.jpg/220px-Haseena_Maan_Jaayegi.jpg,https://en.wikipedia.org/wiki/Haseena_Maan_Jaayegi,tt0363170,Vaade Iraade,Vaade Iraade,0,1994,\N,Drama|Family|Romance,tt0172684,7.7,44258
840,Hindustan Ki Kasam (1999 film),tt0207513,https://upload.wikimedia.org/wikipedia/en/4/4a/Hindustan_Ki_Kasam_%281999%29.jpg,https://en.wikipedia.org/wiki/Hindustan_Ki_Kasam_(1999_film),tt0363405,Aag Aur Chingari,Aag Aur Chingari,0,1994,133,Action,tt0282275,4.6,599
841,Hogi Pyaar Ki Jeet,tt0281913,https://upload.wikimedia.org/wikipedia/en/4/4d/Hogi_Pyaar_Ki_Jeet.jpg,https://en.wikipedia.org/wiki/Hogi_Pyaar_Ki_Jeet,tt0363406,Aag Ka Toofaan,Aag Ka Toofaan,0,1993,137,Action,tt0211634,6.1,2276
842,Hello Brother (1999 film),tt0233856,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Hello_Brother_%281999_film%29.jpg/220px-Hello_Brother_%281999_film%29.jpg,https://en.wikipedia.org/wiki/Hello_Brother_(1999_film),tt0363409,Aan: Men at Work,Aan: Men at Work,0,2004,149,Action|Crime|Drama,tt0173081,6.7,2612
843,Hu Tu Tu,tt0246687,https://upload.wikimedia.org/wikipedia/en/thumb/d/d0/HuTuTuFilmPoster.jpg/220px-HuTuTuFilmPoster.jpg,https://en.wikipedia.org/wiki/Hu_Tu_Tu,tt0363413,Agni Pankh,Agni Pankh,0,2004,\N,Drama|Romance,tt0152836,6.7,4646
844,Hum Aapke Dil Mein Rehte Hain,tt0189592,https://upload.wikimedia.org/wikipedia/en/d/db/Hum_Aapke_Dil_Mein_Rehte_Hain.JPG,https://en.wikipedia.org/wiki/Hum_Aapke_Dil_Mein_Rehte_Hain,tt0363455,Baali Umar Ko Salaam,Baali Umar Ko Salaam,0,1994,\N,Action|Comedy|Drama,tt0244794,6.1,1254
845,Hum Dil De Chuke Sanam,tt0150992,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Hum_Dil_De_Chuke_Sanam.jpg/220px-Hum_Dil_De_Chuke_Sanam.jpg,https://en.wikipedia.org/wiki/Hum_Dil_De_Chuke_Sanam,tt0363472,Bewafaa,Bewafaa,0,2005,149,Drama|Romance,tt0173080,6.7,3744
846,Hum Saath-Saath Hain,tt0216817,,https://en.wikipedia.org/wiki/Hum_Saath-Saath_Hain,tt0363568,Din Dahade,Din Dahade,0,1990,\N,Action|Crime|Drama,tt0164538,7.6,25032
847,Hote Hote Pyar Ho Gaya,tt0206020,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Hote_Hote_Pyar_Ho_Gaya.jpg/220px-Hote_Hote_Pyar_Ho_Gaya.jpg,https://en.wikipedia.org/wiki/Hote_Hote_Pyar_Ho_Gaya,tt0363583,Dushman Devta,Dushman Devta,0,1991,\N,Action,tt0190419,7.3,10339
848,Heeralal Pannalal (1999 film),tt0317641,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Heeralaal_Pannalaal.jpg/220px-Heeralaal_Pannalaal.jpg,https://en.wikipedia.org/wiki/Heeralal_Pannalal_(1999_film),tt0363658,Hafta Bandh,Hafta Bandh,0,1991,\N,Action,tt0172761,5.3,1912
849,International Khiladi,tt0196635,https://upload.wikimedia.org/wikipedia/en/d/d5/International_khiladi.jpg,https://en.wikipedia.org/wiki/International_Khiladi,tt0363698,Insaaf Ki Devi,Insaaf Ki Devi,0,1992,\N,Action,tt0282268,4.6,222
850,Jaanam Samjha Karo,tt0226847,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Jaanam_Samjha_Karo.jpg/220px-Jaanam_Samjha_Karo.jpg,https://en.wikipedia.org/wiki/Jaanam_Samjha_Karo,tt0363721,Joggers' Park,Joggers' Park,0,2003,133,Comedy|Romance,tt0210659,6.6,2072
851,Jaanwar (1999 film),tt0230347,https://upload.wikimedia.org/wikipedia/en/1/15/Jaanwar.jpg,https://en.wikipedia.org/wiki/Jaanwar_(1999_film),tt0363747,Kohraam,Kohraam,0,1991,135,Action,tt0118673,5.8,2414
852,Kaala Samrajya,tt0339239,,https://en.wikipedia.org/wiki/Kaala_Samrajya,tt0363784,Madam X,Madam X,0,1994,119,Action|Crime|Drama,tt0210609,6.6,1225
853,Jahan Tum Le Chalo,tt0439641,https://upload.wikimedia.org/wikipedia/en/f/fb/Jahan_Tum_Le_Chalo.jpg,https://en.wikipedia.org/wiki/Jahan_Tum_Le_Chalo,tt0363810,Mera Pati Sirf Mera Hai,Mera Pati Sirf Mera Hai,0,1990,142,Drama|Family,tt0273045,3.6,102
854,Kachche Dhaage,tt0206067,https://upload.wikimedia.org/wikipedia/en/d/d8/Kachche_Dhaage.jpg,https://en.wikipedia.org/wiki/Kachche_Dhaage,tt0363833,Mumbai Se Aaya Mera Dost,Mumbai Se Aaya Mera Dost,0,2003,146,Action|Comedy|Drama,tt0286416,4.8,74
855,Hum Tum Pe Marte Hain,tt0226786,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Hum_Tum_Pe_Marte_Hain.jpg/220px-Hum_Tum_Pe_Marte_Hain.jpg,https://en.wikipedia.org/wiki/Hum_Tum_Pe_Marte_Hain,tt0363846,Nishana,Nishana,0,1995,\N,Drama|Family,tt0286421,4.2,215
856,Kartoos,tt0220594,https://upload.wikimedia.org/wikipedia/en/thumb/1/10/Kartoos.jpg/220px-Kartoos.jpg,https://en.wikipedia.org/wiki/Kartoos,tt0363851,Numbri Aadmi,Numbri Aadmi,0,1991,125,Action|Crime|Drama,tt0395463,2.5,22
857,Kohram,tt0213775,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Kohram.jpg/220px-Kohram.jpg,https://en.wikipedia.org/wiki/Kohram,tt0363887,Phool Bane Angaarey,Phool Bane Angaarey,0,1991,\N,Action|Drama,tt0273452,4.8,1495
858,Kaun?,tt0195002,https://upload.wikimedia.org/wikipedia/en/d/d9/Kaun_poster.jpg,https://en.wikipedia.org/wiki/Kaun_(film),tt0363896,Police Wala,Police Wala,0,1993,155,Romance,tt0446118,3.5,17
859,Khoobsurat (1999 film),tt0220597,https://upload.wikimedia.org/wikipedia/en/thumb/4/42/Khoobsurat_%281999_film%29.jpg/220px-Khoobsurat_%281999_film%29.jpg,https://en.wikipedia.org/wiki/Khoobsurat_(1999_film),tt0363915,Pyar Ke Naam Qurbaan,Pyar Ke Naam Qurbaan,0,1990,134,Action|Drama|Romance,tt0118654,4.3,493
860,Lal Baadshah,tt0172704,https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/Lal_Baadshah.jpg/220px-Lal_Baadshah.jpg,https://en.wikipedia.org/wiki/Lal_Baadshah,tt0363921,Raeeszada,Raeeszada,0,1990,149,Drama,tt0207415,6.3,424
861,Kahani Kismat Ki (1999 film),tt2008546,https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/Kahani_Kismat_Kinew.jpg/220px-Kahani_Kismat_Kinew.jpg,https://en.wikipedia.org/wiki/Kahani_Kismat_Ki_(1999_film),tt0363967,Rupaye Dus Karod,Rupaye Dus Karod,0,1991,\N,Action|Drama,tt0164550,5.5,6494
862,Laawaris (1999 film),tt0217608,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Laawaris.jpg/220px-Laawaris.jpg,https://en.wikipedia.org/wiki/Laawaris_(1999_film),tt0364039,Swarg Jaisaa Ghar,Swarg Jaisaa Ghar,0,1991,\N,Drama|Family,tt0189492,6.9,1627
863,Mann (film),tt0206921,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Mann_poster.jpg/220px-Mann_poster.jpg,https://en.wikipedia.org/wiki/Mann_(1999_film),tt0364112,Waqt Ka Badshah,Waqt Ka Badshah,0,1992,\N,Action,tt0205968,4.6,549
864,Munnibai,,,https://en.wikipedia.org/wiki/Munnibai,tt0364303,Dev,Dev,0,2004,172,Drama,tt0317355,5.0,35
865,Mast (film),tt0214931,https://upload.wikimedia.org/wikipedia/en/0/03/Mast_movie.jpg,https://en.wikipedia.org/wiki/Mast_(film),tt0364519,Millitary Raaj,Millitary Raaj,0,1998,\N,Action,tt2008498,4.5,19
866,Pyaar Koi Khel Nahin,tt0209263,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Pyaar_Koi_Khel_Nahin.jpg/220px-Pyaar_Koi_Khel_Nahin.jpg,https://en.wikipedia.org/wiki/Pyaar_Koi_Khel_Nahin,tt0364604,Plan,Plan,0,2004,149,Action|Crime|Thriller,tt0280968,7.4,325
867,Pyaar Mein Kabhi Kabhi,tt0275608,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Pyaar_Mein_Kabhi_Kabhi.jpg/220px-Pyaar_Mein_Kabhi_Kabhi.jpg,https://en.wikipedia.org/wiki/Pyaar_Mein_Kabhi_Kabhi,tt0364621,Qayamat: City Under Threat,Qayamat: City Under Threat,0,2003,156,Action|Drama|Romance,tt0210659,6.6,2072
868,Nyaydaata,tt0489530,https://upload.wikimedia.org/wikipedia/en/4/46/Nyaydaata_poster.jpg,https://en.wikipedia.org/wiki/Nyaydaata,tt0364720,Tyagi,Tyagi,0,1992,145,Drama,tt1265654,5.0,7
869,Rajaji (film),tt0286910,,https://en.wikipedia.org/wiki/Rajaji_(film),tt0366276,Calcutta Mail,Calcutta Mail,0,2003,128,Drama|Mystery|Thriller,tt0497915,7.3,9433
870,Maa Kasam (1999 film),,https://upload.wikimedia.org/wikipedia/en/a/a4/Maakasam99.jpg,https://en.wikipedia.org/wiki/Maa_Kasam_(1999_film),tt0366630,Janasheen,Janasheen,0,2003,162,Action|Drama|Musical,tt0164538,7.6,25032
871,Samar (1999 film),tt0259547,,https://en.wikipedia.org/wiki/Samar_(1999_film),tt0366658,Kaise Kahoon Ke... Pyaar Hai,Kaise Kahoon Ke... Pyaar Hai,0,2003,\N,Crime|Romance,tt2167753,3.7,12
872,Sangharsh (1999 film),tt0111068,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Sangharsh_1999_poster.jpg/220px-Sangharsh_1999_poster.jpg,https://en.wikipedia.org/wiki/Sangharsh_(1999_film),tt0366761,Meenaxi: Tale of 3 Cities,Meenaxi: Tale of 3 Cities,0,2004,\N,Drama|Musical|Romance,tt2008530,4.6,19
873,Mother (1999 film),tt0338264,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Mother_%281999_film%29.jpg/220px-Mother_%281999_film%29.jpg,https://en.wikipedia.org/wiki/Mother_(1999_film),tt0366880,Parwana,Parwana,0,2003,112,Action|Drama|Romance,tt0286707,3.9,98
874,Phool Aur Aag,tt0286891,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/Phool_Aur_Aag_Mithun.jpg/220px-Phool_Aur_Aag_Mithun.jpg,https://en.wikipedia.org/wiki/Phool_Aur_Aag,tt0366985,Rudraksh,Rudraksh,0,2004,143,Action|Fantasy|Sci-Fi,tt0818603,5.6,46
875,Safari (1999 film),tt0286934,,https://en.wikipedia.org/wiki/Safari_(1999_film),tt0367110,Swades,Swades: We the People,0,2004,210,Drama,tt0286683,4.8,264
876,Naukar Ki Kameez,tt0207626,,https://en.wikipedia.org/wiki/Naukar_Ki_Kameez,tt0367919,Kabhie Tum Kabhie Hum,Kabhie Tum Kabhie Hum,0,2002,\N,Comedy|Drama|Family,tt0178562,7.2,255
877,Shaheed Udham Singh (film),,,https://en.wikipedia.org/wiki/Shaheed_Udham_Singh_(film),tt0368580,Asambhav,Asambhav,0,2004,139,Action|Adventure|Drama,tt0319480,5.6,21
878,Shool,tt0220757,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Shool_1999_poster.jpg/220px-Shool_1999_poster.jpg,https://en.wikipedia.org/wiki/Shool,tt0368811,Jajantaram Mamantaram,Jajantaram Mamantaram,0,2003,122,Action|Comedy|Family,tt0190419,7.3,10339
879,Split Wide Open,tt0215196,https://upload.wikimedia.org/wikipedia/en/4/47/Split_wide_open.jpg,https://en.wikipedia.org/wiki/Split_Wide_Open,tt0368825,Kaun Rokega Mujhe,Kaun Rokega Mujhe,0,1997,123,Action|Thriller,tt0116737,4.4,123
880,Sanyasi Mera Naam,tt2008624,https://upload.wikimedia.org/wikipedia/en/thumb/5/50/Sanyasi_Mera_Naamnew.jpg/220px-Sanyasi_Mera_Naamnew.jpg,https://en.wikipedia.org/wiki/Sanyasi_Mera_Naam,tt0369516,Hawa,Hawa,0,2003,129,Horror|Thriller,tt0286723,4.6,37
881,Sautela,,https://upload.wikimedia.org/wikipedia/en/thumb/6/6f/SautelaMaharathi.jpg/220px-SautelaMaharathi.jpg,https://en.wikipedia.org/wiki/Sautela,tt0369637,Kuch Naa Kaho,Kuch Naa Kaho,0,2003,169,Drama|Romance,tt0182251,5.8,2160
882,Silsila Hai Pyar Ka,tt0267928,https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Silsila_Hai_Pyar_Ka.jpg/220px-Silsila_Hai_Pyar_Ka.jpg,https://en.wikipedia.org/wiki/Silsila_Hai_Pyar_Ka,tt0370090,Zimmedaaar,Zimmedaaar,0,1990,\N,Drama|Romance,tt0262527,5.7,694
883,Trishakti,tt0410809,,https://en.wikipedia.org/wiki/Trishakti,tt0371631,Dharam Sankat,Dharam Sankat,0,1991,155,Action|Drama,tt0286772,4.5,116
884,Vaastav: The Reality,tt0220832,https://upload.wikimedia.org/wikipedia/en/a/a6/Vaastav_The_Reality.jpg,https://en.wikipedia.org/wiki/Vaastav:_The_Reality,tt0371735,Hungama,Hungama,0,2003,153,Comedy|Drama|Romance,tt0119596,4.0,344
885,Thakshak,tt0215245,https://upload.wikimedia.org/wikipedia/en/1/1f/Thakshak_Poster.jpg,https://en.wikipedia.org/wiki/Thakshak,tt0371775,Khel,Khel,0,2003,174,Action|Crime|Drama,tt0195814,7.2,872
886,Sooryavansham,tt0214178,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Sooryavansham.jpg/220px-Sooryavansham.jpg,https://en.wikipedia.org/wiki/Sooryavansham_(1999_film),tt0371922,Saaya,Saaya,0,2003,135,Drama|Fantasy|Mystery,tt0349635,3.4,25
887,Shera (film),tt2008631,https://upload.wikimedia.org/wikipedia/en/thumb/d/dc/Shera_Mithun.jpg/220px-Shera_Mithun.jpg,https://en.wikipedia.org/wiki/Shera_(film),tt0373856,Gangaajal,Gangaajal,0,2003,157,Action|Crime|Drama,tt0273804,3.5,254
888,Sarfarosh,tt0200087,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Sarfarosh_%28Poster%29.jpg/220px-Sarfarosh_%28Poster%29.jpg,https://en.wikipedia.org/wiki/Sarfarosh,tt0374271,In Your Name,Tere Naam,0,2003,132,Action|Drama|Romance,tt0483288,5.3,35
889,Kuch Kuch Hota Hai,tt0172684,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Kuch_Kuch_Hota_Hai_poster.jpg/220px-Kuch_Kuch_Hota_Hai_poster.jpg,https://en.wikipedia.org/wiki/Kuch_Kuch_Hota_Hai,tt0374660,Footpath,Footpath,0,2003,164,Action|Crime|Drama,tt0495848,5.2,12
890,Zulmi,tt0282275,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Zulmi_poster.jpg/220px-Zulmi_poster.jpg,https://en.wikipedia.org/wiki/Zulmi,tt0374848,Main Madhuri Dixit Banna Chahti Hoon!,Main Madhuri Dixit Banna Chahti Hoon!,0,2003,\N,Comedy|Drama,tt0395668,4.6,30
891,Soldier (1998 Indian film),tt0211634,https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Soldier_screenshot.jpg/220px-Soldier_screenshot.jpg,https://en.wikipedia.org/wiki/Soldier_(1998_Indian_film),tt0374887,Munna Bhai M.B.B.S.,Munna Bhai M.B.B.S.,0,2003,156,Comedy|Drama|Musical,tt0119862,5.1,327
